"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","pos2_person_id","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pos1_person_id","pos2_person_id","pos3_person_id","pos4_person_id","pos5_person_id","pos6_person_id","pos7_person_id","pos8_person_id","pos9_person_id","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score"
"FT","2018-05-06","87.7","-2.2442","5.9501","Mookie Betts",605141,450729,"null","called_strike",,,,,"3","null","R","R","R","TEX","BOS","S","null","null",0,1,2018,"-1.4668","0.4251","0.6976","3.0323","null","null","506702.00",2,2,"Top","null","null",,,542208,,"180506_193755","10.2413","-127.4838","-1.8409","-18.2333","24.8996","-27.2982","3.2850","1.4870","null","null","null","88.4050","1936","6.6740",529912,450729,542208,608597,643396,600524,595777,607387,592261,608577,"53.8246","null","null","null","null","null","null","null",13,"2","2-Seam Fastball",0,1,1,0,1,0,1,0
"FT","2018-05-06","88.6","-2.1112","6.0905","Mookie Betts",605141,450729,"null","called_strike",,,,,"2","null","R","R","R","TEX","BOS","S","null","null",0,0,2018,"-1.2944","0.5765","0.2285","2.7899","null","null","506702.00",2,2,"Top","null","null",,,542208,,"180506_193755","8.4413","-128.8601","-3.2142","-16.1983","26.2825","-25.2773","3.2850","1.4870","null","null","null","88.8480","1955","6.4300",529912,450729,542208,608597,643396,600524,595777,607387,592261,608577,"54.0693","null","null","null","null","null","null","null",13,"1","2-Seam Fastball",0,1,1,0,1,0,1,0
"FT","2018-05-06","88.0","-2.1196","6.2375","Mookie Betts",605141,450729,"single","hit_into_play_no_out",,,,,"2","Mookie Betts singles on a sharp line drive to right fielder Nomar Mazara.  ","R","R","R","TEX","BOS","X","null","line_drive",3,1,2018,"-1.1748","0.7504","0.0206","2.8590","null","null","null",0,1,"Top","175.87","101.83",,,542208,,"180506_191004","7.6871","-128.0963","-3.7243","-14.5683","24.4033","-23.2823","3.2850","1.4870","227","101.7","11.5680","88.7560","1881","6.5660",529912,450729,542208,608597,643396,600524,595777,607387,592261,608577,"53.9324","0.881","0.889","0.90",1,1,0,4,1,"5","2-Seam Fastball",0,0,0,0,0,0,0,0
"FT","2018-05-06","86.0","-2.3336","6.1414","Mookie Betts",605141,450729,"null","ball",,,,,"14","null","R","R","R","TEX","BOS","B","null","null",2,1,2018,"-1.2871","0.7474","0.0718","1.1301","null","null","null",0,1,"Top","null","null",,,542208,,"180506_190943","8.3057","-124.7987","-7.1186","-15.1231","24.6436","-23.1468","3.2850","1.4870","null","null","null","85.9860","1877","6.3900",529912,450729,542208,608597,643396,600524,595777,607387,592261,608577,"54.1092","null","null","null","null","null","null","null",1,"4","2-Seam Fastball",0,0,0,0,0,0,0,0
"FC","2018-05-06","85.0","-2.2556","6.2256","Mookie Betts",605141,450729,"null","ball",,,,,"14","null","R","R","R","TEX","BOS","B","null","null",1,1,2018,"0.3463","0.5394","1.3969","1.5894","null","null","null",0,1,"Top","null","null",,,542208,,"180506_190933","7.8398","-123.4600","-5.5989","2.0394","23.5226","-25.8176","3.2850","1.4870","null","null","null","84.8460","2036","6.1940",529912,450729,542208,608597,643396,600524,595777,607387,592261,608577,"54.3048","null","null","null","null","null","null","null",1,"3","Cutter",0,0,0,0,0,0,0,0
"FT","2018-05-06","88.5","-2.2030","6.2245","Mookie Betts",605141,450729,"null","foul",,,,,"11","null","R","R","R","TEX","BOS","S","null","null",1,0,2018,"-1.2888","0.7633","-0.9617","2.4258","null","null","null",0,1,"Top","null","null",,,542208,,"180506_190921","5.6994","-128.7597","-4.7909","-15.4642","26.0554","-22.9422","3.2850","1.4870","6","79.6","-21.7912","88.5200","1896","6.2530",529912,450729,542208,608597,643396,600524,595777,607387,592261,608577,"54.2454","null","null","null","null","null","null","null",1,"2","2-Seam Fastball",0,0,0,0,0,0,0,0
"FT","2018-05-06","87.6","-2.0756","6.2487","Mookie Betts",605141,450729,"null","ball",,,,,"14","null","R","R","R","TEX","BOS","B","null","null",0,0,2018,"-1.2334","0.7353","1.0786","1.9232","null","null","null",0,1,"Top","null","null",,,542208,,"180506_190903","10.1211","-127.0822","-5.8062","-15.3360","24.3801","-23.2793","3.2629","1.5645","null","null","null","87.5540","1832","6.2860",529912,450729,542208,608597,643396,600524,595777,607387,592261,608577,"54.2132","null","null","null","null","null","null","null",1,"1","2-Seam Fastball",0,0,0,0,0,0,0,0
"FF","2018-05-05","96.8","-1.4538","6.5493","Mookie Betts",605141,605309,"field_out","hit_into_play",,,,,"1","Mookie Betts pops out to first baseman Joey Gallo in foul territory.  ","R","R","R","TEX","BOS","X",3,"popup",2,2,2018,"-0.1745","1.4670","-0.7558","3.2695","null","null","null",0,9,"Top","157.73","190.61",,,455139,,"180506_031156","2.2557","-140.8534","-6.5377","-2.8161","31.1202","-11.4628","3.1952","1.3469","null","80.0","69.0000","96.8020","2290","6.2310",529896,605309,455139,608336,643396,600524,595777,607387,592261,425783,"54.2682","0.000","0.000","0.00",1,0,0,3,70,"5","4-Seam Fastball",5,5,5,5,5,5,5,5
"CU","2018-05-05","84.4","-1.6250","6.3389","Mookie Betts",605141,605309,"null","called_strike",,,,,"5","null","R","R","R","TEX","BOS","S","null","null",2,1,2018,"0.3766","-0.3348","-0.0880","2.3489","null","null","null",0,9,"Top","null","null",,,455139,,"180506_031138","2.8375","-123.0267","-2.2914","3.2889","23.9699","-35.3483","3.1952","1.5349","null","null","null","84.8520","2426","6.4480",529896,605309,455139,608336,643396,600524,595777,607387,592261,425783,"54.0511","null","null","null","null","null","null","null",70,"4","Curveball",5,5,5,5,5,5,5,5
"FF","2018-05-05","96.6","-1.5944","6.5348","Mookie Betts",605141,605309,"null","called_strike",,,,,"7","null","R","R","R","TEX","BOS","S","null","null",2,0,2018,"-0.3361","1.5299","-0.5935","1.8301","null","null","null",0,9,"Top","null","null",,,455139,,"180506_031121","3.4792","-140.4528","-10.6211","-5.3034","30.9682","-9.3668","3.1952","1.3469","null","null","null","97.6390","2281","6.8610",529896,605309,455139,608336,643396,600524,595777,607387,592261,425783,"53.6376","null","null","null","null","null","null","null",70,"3","4-Seam Fastball",5,5,5,5,5,5,5,5
"FF","2018-05-05","96.2","-1.5088","6.6483","Mookie Betts",605141,605309,"null","ball",,,,,"11","null","R","R","R","TEX","BOS","B","null","null",1,0,2018,"-0.4406","1.5069","-1.2055","2.9804","null","null","null",0,9,"Top","null","null",,,455139,,"180506_031103","1.8278","-139.9728","-7.6553","-6.2680","31.1898","-10.6192","3.2892","1.4409","null","null","null","96.9120","2269","6.6710",529896,605309,455139,608336,643396,600524,595777,607387,592261,425783,"53.8281","null","null","null","null","null","null","null",70,"2","4-Seam Fastball",5,5,5,5,5,5,5,5
"FF","2018-05-05","96.9","-1.3623","6.5992","Mookie Betts",605141,605309,"null","ball",,,,,"12","null","R","R","R","TEX","BOS","B","null","null",0,0,2018,"0.0054","1.3270","0.7345","4.1130","null","null","null",0,9,"Top","null","null",,,455139,,"180506_031045","5.5988","-141.1172","-4.1702","-1.1276","30.2374","-13.6817","3.1952","1.5819","null","null","null","97.3100","2203","6.3460",529896,605309,455139,608336,643396,600524,595777,607387,592261,425783,"54.1523","null","null","null","null","null","null","null",70,"1","4-Seam Fastball",5,5,5,5,5,5,5,5
"FF","2018-05-05","95.7","-1.7778","5.3535","Mookie Betts",605141,600917,"walk","ball",,,,,"11","Mookie Betts walks.  ","R","R","R","TEX","BOS","B","null","null",3,2,2018,"-0.2756","1.5252","-1.6859","2.5446","null","null","null",1,7,"Top","null","null",,,455139,,"180506_021052","0.8293","-139.1125","-5.0365","-3.6567","31.0838","-12.0978","3.2425","1.4412","null","null","null","94.2100","2669","5.4640",529896,600917,455139,608336,643396,600524,595777,607387,592261,425783,"55.0344","null","null","0.70",1,0,0,"null",52,"6","4-Seam Fastball",5,3,3,5,3,5,3,5
"SL","2018-05-05","80.7","-1.8028","5.2182","Mookie Betts",605141,600917,"null","ball",,,,,"14","null","R","R","R","TEX","BOS","B","null","null",2,2,2018,"1.1718","0.0927","1.4518","1.2677","null","null","null",1,7,"Top","null","null",,,455139,,"180506_021029","5.0058","-117.3889","-2.3020","9.6072","20.9830","-31.1839","3.2425","1.5822","null","null","null","79.4800","2828","5.3360",529896,600917,455139,608336,643396,600524,595777,607387,592261,425783,"55.1630","null","null","null","null","null","null","null",52,"5","Slider",5,3,3,5,3,5,3,5
"FF","2018-05-05","95.5","-1.2591","5.5773","Mookie Betts",605141,600917,"null","ball",,,,,"11","null","R","R","R","TEX","BOS","B","null","null",1,2,2018,"0.0216","1.4398","-1.0972","3.4800","null","null","null",1,7,"Top","null","null",,,455139,,"180506_021008","0.3729","-138.9093","-2.9920","0.1914","29.7248","-13.7078","3.2895","1.5352","null","null","null","94.0730","2737","5.3740",529896,600917,455139,608336,643396,600524,595777,607387,592261,425783,"55.1252","null","null","null","null","null","null","null",52,"4","4-Seam Fastball",5,3,3,5,3,5,3,5
"SL","2018-05-05","81.6","-1.5990","5.1858","Mookie Betts",605141,600917,"null","ball",,,,,"14","null","R","R","R","TEX","BOS","B","null","null",0,2,2018,"0.6385","0.4066","1.4961","-0.1401","null","null","null",1,7,"Top","null","null",,,455139,,"180506_020944","5.6752","-118.4454","-5.9821","4.6432","24.3808","-27.5176","3.1955","1.3472","null","null","null","80.0680","2900","5.5470",529896,600917,455139,608336,643396,600524,595777,607387,592261,425783,"54.9516","null","null","null","null","null","null","null",52,"3","Slider",5,3,3,5,3,5,3,5
"CU","2018-05-05","76.5","-1.5207","5.7386","Mookie Betts",605141,600917,"null","called_strike",,,,,"4","null","R","R","R","TEX","BOS","S","null","null",0,1,2018,"0.8961","-0.6000","-0.3206","2.5263","null","null","null",1,7,"Top","null","null",,,455139,,"180506_020923","0.9723","-111.1696","1.2807","6.8580","21.1773","-37.4401","3.1955","1.3472","null","null","null","74.3680","2650","4.9220",529896,600917,455139,608336,643396,600524,595777,607387,592261,425783,"55.5770","null","null","null","null","null","null","null",52,"2","Curveball",5,3,3,5,3,5,3,5
"FF","2018-05-05","94.4","-1.5146","5.4097","Mookie Betts",605141,600917,"null","called_strike",,,,,"6","null","R","R","R","TEX","BOS","S","null","null",0,0,2018,"-0.1798","1.2282","0.4578","2.5661","null","null","null",1,7,"Top","null","null",,,455139,,"180506_020906","5.4128","-137.1195","-4.2336","-3.4186","31.1872","-16.5404","3.3365","1.3472","null","null","null","92.5740","2506","5.3650",529896,600917,455139,608336,643396,600524,595777,607387,592261,425783,"55.1341","null","null","null","null","null","null","null",52,"1","4-Seam Fastball",5,3,3,5,3,5,3,5
"CH","2018-05-05","83.0","2.5770","6.0999","Mookie Betts",605141,430935,"field_error","hit_into_play_no_out",,,,,"8","Mookie Betts reaches on a fielding error by third baseman Renato Nunez.   Christian Vazquez to 3rd.    Mookie Betts to 2nd.  ","R","R","L","TEX","BOS","X",5,"ground_ball",2,0,2018,"1.0142","0.7197","0.0677","1.6226","null","null","543877.00",1,5,"Top","103.83","165.77",,,455139,,"180506_012532","-7.6873","-120.5421","-5.1429","11.3157","22.9008","-24.4200","3.1959","1.3476","5","94.3","-18.9840","82.8060","1734","6.2160",529896,430935,455139,608336,643396,600524,595777,607387,592261,425783,"54.2824","0.156","0.155","0.90",1,0,0,2,33,"3","Changeup",1,0,0,1,0,1,0,1
"CH","2018-05-05","82.4","2.4840","6.1722","Mookie Betts",605141,430935,"null","ball",,,,,"14","null","R","R","L","TEX","BOS","B","null","null",1,0,2018,"0.9577","0.7788","0.3557","0.8613","null","null","543877.00",1,5,"Top","null","null",,,455139,,"180506_012508","-6.6839","-119.6166","-7.0073","10.4845","23.2911","-23.5584","3.1959","1.4886","null","null","null","82.2540","1474","6.3450",529896,430935,455139,608336,643396,600524,595777,607387,592261,425783,"54.1538","null","null","null","null","null","null","null",33,"2","Changeup",1,0,0,1,0,1,0,1
"FC","2018-05-05","87.7","2.5784","5.9028","Mookie Betts",605141,430935,"null","ball",,,,,"11","null","R","R","L","TEX","BOS","B","null","null",0,0,2018,"-0.1223","0.6964","-1.7541","2.7205","null","null","543877.00",1,5,"Top","null","null",,,455139,,"180506_012445","-10.2577","-127.4968","-3.1058","0.4037","21.9093","-24.0745","3.2429","1.4886","null","null","null","88.6010","2071","6.5370",529896,430935,455139,608336,643396,600524,595777,607387,592261,425783,"53.9620","null","null","null","null","null","null","null",33,"1","Cutter",1,0,0,1,0,1,0,1
"CH","2018-05-05","82.0","2.5516","6.2124","Mookie Betts",605141,430935,"field_out","hit_into_play",,,,,"6","Mookie Betts lines out sharply to center fielder Delino DeShields.  ","R","R","L","TEX","BOS","X",8,"line_drive",2,1,2018,"0.8620","1.1021","0.5630","2.4862","null","null","null",0,3,"Top","121.48","48.90",,,455139,,"180506_005143","-6.1002","-119.2121","-3.9451","9.2879","22.6924","-21.2630","3.2368","1.3884","360","103.0","17.0810","81.5440","1549","6.0090",529896,430935,455139,608336,643396,600524,595777,607387,592261,425783,"54.4896","0.527","0.664","0.00",1,0,0,5,18,"4","Changeup",1,0,0,1,0,1,0,1
"FC","2018-05-05","87.0","2.6803","6.0507","Mookie Betts",605141,430935,"null","called_strike",,,,,"11","null","R","R","L","TEX","BOS","S","null","null",2,0,2018,"-0.2471","0.6962","-1.0262","2.5603","null","null","null",0,3,"Top","null","null",,,455139,,"180506_005116","-8.3662","-126.4892","-3.6313","-1.0453","24.2797","-24.2151","3.2600","1.4824","null","null","null","87.0230","2039","6.2190",529896,430935,455139,608336,643396,600524,595777,607387,592261,425783,"54.2798","null","null","null","null","null","null","null",18,"3","Cutter",1,0,0,1,0,1,0,1
"CH","2018-05-05","81.9","2.6617","6.2628","Mookie Betts",605141,430935,"null","ball",,,,,"14","null","R","R","L","TEX","BOS","B","null","null",1,0,2018,"1.0866","0.9322","1.1505","1.8322","null","null","null",0,3,"Top","null","null",,,455139,,"180506_005100","-5.4631","-119.0346","-5.1979","11.2848","22.4606","-22.6194","3.1961","1.4888","null","null","null","81.5920","1557","6.1080",529896,430935,455139,608336,643396,600524,595777,607387,592261,425783,"54.3903","null","null","null","null","null","null","null",18,"2","Changeup",1,0,0,1,0,1,0,1
"CU","2018-05-05","77.2","2.7701","6.0031","Mookie Betts",605141,430935,"null","ball",,,,,"13","null","R","R","L","TEX","BOS","B","null","null",0,0,2018,"-0.2723","-1.0810","-0.0336","0.5314","null","null","null",0,3,"Top","null","null",,,455139,,"180506_005046","-5.4045","-112.2467","-2.7283","-1.2468","20.5492","-40.8111","3.2901","1.4888","null","null","null","76.0720","2302","5.5400",529896,430935,455139,608336,643396,600524,595777,607387,592261,425783,"54.9584","null","null","null","null","null","null","null",18,"1","Curveball",1,0,0,1,0,1,0,1
"FF","2018-05-05","92.2","2.4675","6.1739","Mookie Betts",605141,430935,"field_out","hit_into_play",,,,,"1","Mookie Betts flies out to left fielder Ryan Rua.  ","R","R","L","TEX","BOS","X",7,"fly_ball",0,1,2018,"0.4697","1.3844","-0.4714","2.9928","null","null","null",0,1,"Top","69.17","51.33",,,455139,,"180506_000749","-8.4315","-133.9329","-5.1694","7.4674","29.9092","-14.7943","3.0107","1.1623","371","97.8","32.8430","91.5690","2089","6.0810",529896,430935,455139,608336,643396,600524,595777,607387,592261,425783,"54.4174","0.386","0.774","0.00",1,0,0,5,1,"2","4-Seam Fastball",0,0,0,0,0,0,0,0
"FC","2018-05-05","87.3","2.7214","6.0883","Mookie Betts",605141,430935,"null","called_strike",,,,,"5","null","R","R","L","TEX","BOS","S","null","null",0,0,2018,"-0.1035","0.7235","-0.1314","2.6835","null","null","null",0,1,"Top","null","null",,,455139,,"180506_000729","-6.6641","-127.1096","-3.5784","0.1472","24.3094","-23.8094","3.3396","1.5755","null","null","null","87.6910","1918","6.3530",529896,430935,455139,608336,643396,600524,595777,607387,592261,425783,"54.1463","null","null","null","null","null","null","null",1,"1","Cutter",0,0,0,0,0,0,0,0
"FT","2018-05-04","95.4","3.3971","5.2510","Mookie Betts",605141,518617,"field_out","hit_into_play",,,,,"6","Mookie Betts flies out to right fielder Nomar Mazara.  ","R","R","L","TEX","BOS","X",9,"fly_ball",2,2,2018,"1.4928","0.7695","0.3330","2.3623","null","null","506702.00",0,8,"Top","204.76","69.99",,,455139,,"180505_020817","-11.3733","-138.3660","-3.6384","21.6889","31.1721","-21.7142","3.1958","1.3475","355","97.6","35.6840","95.0790","2000","6.3060",529881,518617,455139,608597,592685,643396,595777,608336,592261,608577,"54.1930","0.300","0.582","0.00",1,0,0,5,52,"5","2-Seam Fastball",1,4,4,1,4,1,4,1
"SL","2018-05-04","84.5","3.4911","5.1376","Mookie Betts",605141,518617,"null","blocked_ball",,,,,"13","null","R","R","L","TEX","BOS","B","null","null",1,2,2018,"-0.4587","-0.3217","-2.1119","-0.3108","null","null","506702.00",0,8,"Top","null","null",,,455139,,"180505_020733","-11.9916","-122.3591","-5.5368","-2.0090","25.4934","-34.4358","3.1958","1.4415","null","null","null","83.2160","2733","5.8370",529881,518617,455139,608597,592685,643396,595777,608336,592261,608577,"54.6613","null","null","null","null","null","null","null",52,"4","Slider",1,4,4,1,4,1,4,1
"FT","2018-05-04","95.0","3.2900","5.5036","Mookie Betts",605141,518617,"null","ball",,,,,"12","null","R","R","L","TEX","BOS","B","null","null",0,2,2018,"1.0456","1.1849","0.3520","4.1346","null","null","506702.00",0,8,"Top","null","null",,,455139,,"180505_020714","-9.9389","-137.9656","-0.5276","15.4174","30.6831","-17.3206","3.3367","1.3945","null","null","null","94.3840","2256","6.0380",529881,518617,455139,608597,592685,643396,595777,608336,592261,608577,"54.4610","null","null","null","null","null","null","null",52,"3","2-Seam Fastball",1,4,4,1,4,1,4,1
"FT","2018-05-04","95.4","3.4799","5.3005","Mookie Betts",605141,518617,"null","called_strike",,,,,"4","null","R","R","L","TEX","BOS","S","null","null",0,1,2018,"1.4815","0.7052","-0.4841","2.5106","null","null","506702.00",0,8,"Top","null","null",,,455139,,"180505_020654","-13.5070","-138.0923","-3.1713","21.6097","30.2477","-22.8381","3.1958","1.3475","null","null","null","94.2200","2219","5.8540",529881,518617,455139,608597,592685,643396,595777,608336,592261,608577,"54.6447","null","null","null","null","null","null","null",52,"2","2-Seam Fastball",1,4,4,1,4,1,4,1
"FT","2018-05-04","95.1","3.2568","5.3768","Mookie Betts",605141,518617,"null","called_strike",,,,,"7","null","R","R","L","TEX","BOS","S","null","null",0,0,2018,"1.0170","0.9961","-0.4177","1.8937","null","null","506702.00",0,8,"Top","null","null",,,455139,,"180505_020637","-11.8782","-137.9052","-5.6661","15.5819","30.1706","-18.4292","3.1947","1.3463","null","null","null","94.9170","2094","6.3380",529881,518617,455139,608597,592685,643396,595777,608336,592261,608577,"54.1612","null","null","null","null","null","null","null",52,"1","2-Seam Fastball",1,4,4,1,4,1,4,1
"FT","2018-05-04","86.0","-1.4079","5.4038","Mookie Betts",605141,112526,"home_run","hit_into_play_score",,,,,"8","Mookie Betts homers (13) on a fly ball to left center field.  ","R","R","R","TEX","BOS","X","null","fly_ball",0,2,2018,"-1.2597","0.7624","-0.2037","1.6919","null","null","null",0,6,"Top","55.84","45.04",,,455139,,"180505_012807","5.2097","-124.9671","-3.9692","-13.7949","24.6645","-23.9251","3.1958","1.3475","398","103.1","28.5570","84.5060","2061","5.3450",529881,112526,455139,608597,592685,643396,595777,608336,592261,608577,"55.1540","0.868","1.721","2.00",1,0,3,6,36,"6","2-Seam Fastball",1,2,2,1,2,1,2,1
"CH","2018-05-04","81.2","-1.4079","5.4551","Mookie Betts",605141,112526,"null","foul",,,,,"6","null","R","R","R","TEX","BOS","S","null","null",0,2,2018,"-1.0587","1.0043","0.3004","2.0834","null","null","null",0,6,"Top","null","null",,,455139,,"180505_012732","5.7245","-118.1330","-2.8173","-10.7400","20.8743","-22.6799","3.1958","1.3475","177","92.0","13.1508","80.5040","1649","5.6610",529881,112526,455139,608597,592685,643396,595777,608336,592261,608577,"54.8378","null","null","null","null","null","null","null",36,"5","Changeup",1,2,2,1,2,1,2,1
"SL","2018-05-04","80.9","-1.5998","5.3977","Mookie Betts",605141,112526,"null","foul",,,,,"9","null","R","R","R","TEX","BOS","S","null","null",0,2,2018,"0.2899","0.3093","0.6521","1.8230","null","null","null",0,6,"Top","null","null",,,455139,,"180505_012657","4.3809","-117.6024","-1.9058","1.8267","20.1734","-29.3565","3.1958","1.3475","5","70.5","-22.1082","79.1650","2392","4.9220",529881,112526,455139,608597,592685,643396,595777,608336,592261,608577,"55.5771","null","null","null","null","null","null","null",36,"4","Slider",1,2,2,1,2,1,2,1
"FF","2018-05-04","90.8","-1.0608","5.7256","Mookie Betts",605141,112526,"null","foul",,,,,"12","null","R","R","R","TEX","BOS","S","null","null",0,2,2018,"-0.6238","1.4870","1.2830","2.9070","null","null","null",0,6,"Top","null","null",,,455139,,"180505_012634","6.9921","-131.8513","-4.0716","-8.5162","28.8084","-14.9050","3.1958","1.3475","null","null","null","88.8240","2256","5.2400",529881,112526,455139,608597,592685,643396,595777,608336,592261,608577,"55.2592","null","null","null","null","null","null","null",36,"3","4-Seam Fastball",1,2,2,1,2,1,2,1
"FT","2018-05-04","86.3","-1.5570","5.3889","Mookie Betts",605141,112526,"null","foul",,,,,"6","null","R","R","R","TEX","BOS","S","null","null",0,1,2018,"-1.5068","0.5463","0.7056","2.1090","null","null","null",0,6,"Top","null","null",,,455139,,"180505_012610","8.0623","-125.1549","-2.5578","-16.7168","24.3217","-26.4583","3.1958","1.3475","1","46.3","-64.3367","84.1530","2144","4.9870",529881,112526,455139,608597,592685,643396,595777,608336,592261,608577,"55.5113","null","null","null","null","null","null","null",36,"2","2-Seam Fastball",1,2,2,1,2,1,2,1
"FT","2018-05-04","85.4","-1.4342","5.4191","Mookie Betts",605141,112526,"null","called_strike",,,,,"1","null","R","R","R","TEX","BOS","S","null","null",0,0,2018,"-1.4497","0.4561","-0.5718","2.9520","null","null","null",0,6,"Top","null","null",,,455139,,"180505_012555","4.6370","-124.0563","-0.3976","-15.1206","23.6681","-27.9007","3.1958","1.3475","null","null","null","83.1570","2046","4.7920",529881,112526,455139,608597,592685,643396,595777,608336,592261,608577,"55.7070","null","null","null","null","null","null","null",36,"1","2-Seam Fastball",1,2,2,1,2,1,2,1
"FT","2018-05-04","84.7","-1.6360","5.4023","Mookie Betts",605141,112526,"field_out","hit_into_play",,,,,"13","Mookie Betts grounds out softly, third baseman Isiah Kiner-Falefa to first baseman Ronald Guzman.   Jackie Bradley to 2nd.  ","R","R","R","TEX","BOS","X",5,"ground_ball",0,0,2018,"-1.2704","0.7087","-1.1780","1.9045","null","null","598265.00",1,3,"Top","114.73","182.73",,,455139,,"180505_004437","3.4727","-123.1514","-3.1643","-13.2612","23.6980","-24.7891","3.1958","1.3475","8","47.3","-12.7800","83.5910","2077","5.5310",529881,112526,455139,608597,592685,643396,595777,608336,592261,608577,"54.9676","0.090","0.084","0.00",1,0,0,1,17,"1","2-Seam Fastball",0,1,1,0,1,0,1,0
"FT","2018-05-04","87.7","-1.5720","5.3876","Mookie Betts",605141,112526,"field_out","hit_into_play",,,,,"5","Mookie Betts flies out sharply to center fielder Delino DeShields.  ","R","R","R","TEX","BOS","X",8,"fly_ball",1,1,2018,"-1.6202","0.8597","0.0392","2.3925","null","null","null",0,1,"Top","107.71","64.64",,,455139,,"180505_000922","6.9154","-127.3209","-2.7257","-18.3002","26.2513","-22.9381","3.1958","1.3475","320","101.5","45.5430","85.6410","2152","5.1000",529881,112526,455139,608597,592685,643396,595777,608336,592261,608577,"55.3984","0.056","0.049","0.00",1,0,0,3,1,"3","2-Seam Fastball",0,0,0,0,0,0,0,0
"FT","2018-05-04","88.0","-1.4502","5.3888","Mookie Betts",605141,112526,"null","ball",,,,,"14","null","R","R","R","TEX","BOS","B","null","null",0,1,2018,"-1.5193","0.9881","1.6992","1.3770","null","null","null",0,1,"Top","null","null",,,455139,,"180505_000856","10.3891","-127.3692","-5.4059","-18.0254","25.8119","-20.9934","3.4766","1.6284","null","null","null","85.9180","2168","5.2220",529881,112526,455139,608597,592685,643396,595777,608336,592261,608577,"55.2768","null","null","null","null","null","null","null",1,"2","2-Seam Fastball",0,0,0,0,0,0,0,0
"FT","2018-05-04","86.9","-1.4470","5.5310","Mookie Betts",605141,112526,"null","called_strike",,,,,"14","null","R","R","R","TEX","BOS","S","null","null",0,0,2018,"-1.5067","0.8737","0.9730","2.3454","null","null","null",0,1,"Top","null","null",,,455139,,"180505_000844","8.5369","-126.0459","-3.0634","-17.1514","25.4300","-22.8825","3.4140","1.3679","null","null","null","84.9290","2133","5.1710",529881,112526,455139,608597,592685,643396,595777,608336,592261,608577,"55.3277","null","null","null","null","null","null","null",1,"1","2-Seam Fastball",0,0,0,0,0,0,0,0
"SL","2018-05-03","80.5","-1.9808","5.1591","Mookie Betts",605141,600917,"double","hit_into_play_score",,,,,"8","Mookie Betts doubles (12) on a sharp line drive to left fielder Ryan Rua.   Blake Swihart scores.    Christian Vazquez scores.  ","R","R","R","TEX","BOS","X","null","line_drive",1,2,2018,"0.7754","0.1021","0.2158","1.3938","null","596119.00","543877.00",2,8,"Top","62.05","73.59",,,455139,,"180504_031518","3.3966","-117.0897","-1.8157","6.2323","23.1394","-31.1762","3.2693","1.4210","331","106.8","14.7720","79.1920","2586","5.5050",529873,600917,455139,608336,643396,600524,595777,607387,592261,608577,"54.9935","0.727","0.823","1.25",1,1,1,5,74,"4","Slider",11,3,3,11,3,11,3,11
"SL","2018-05-03","81.3","-1.7330","5.1641","Mookie Betts",605141,600917,"null","ball",,,,,"14","null","R","R","R","TEX","BOS","B","null","null",0,2,2018,"0.5996","-0.0871","2.1577","1.1646","null","596119.00","543877.00",2,8,"Top","null","null",,,455139,,"180504_031440","7.4752","-117.8982","-2.0419","3.8024","25.1436","-32.8071","3.1592","1.5891","null","null","null","79.6100","2559","5.5860",529873,600917,455139,608336,643396,600524,595777,607387,592261,608577,"54.9125","null","null","null","null","null","null","null",74,"3","Slider",11,3,3,11,3,11,3,11
"SL","2018-05-03","79.4","-1.8831","5.1639","Mookie Betts",605141,600917,"null","called_strike",,,,,"4","null","R","R","R","TEX","BOS","S","null","null",0,1,2018,"0.9843","0.1946","-0.7164","2.4797","null","596119.00","543877.00",2,8,"Top","null","null",,,455139,,"180504_031410","0.7551","-115.4277","0.5538","8.3917","22.1709","-30.8570","3.1778","1.5520","null","null","null","78.1680","2648","5.5440",529873,600917,455139,608336,643396,600524,595777,607387,592261,608577,"54.9544","null","null","null","null","null","null","null",74,"2","Slider",11,3,3,11,3,11,3,11
"SL","2018-05-03","78.7","-1.9237","5.1135","Mookie Betts",605141,600917,"null","called_strike",,,,,"1","null","R","R","R","TEX","BOS","S","null","null",0,0,2018,"0.9969","0.4465","-0.5560","3.2111","null","596119.00","543877.00",2,8,"Top","null","null",,,455139,,"180504_031329","1.1585","-114.4329","1.8852","8.2642","21.6955","-28.9976","3.2149","1.5335","null","null","null","77.4300","2513","5.4880",529873,600917,455139,608336,643396,600524,595777,607387,592261,608577,"55.0112","null","null","null","null","null","null","null",74,"1","Slider",11,3,3,11,3,11,3,11
