"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","pos2_person_id","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pos1_person_id","pos2_person_id","pos3_person_id","pos4_person_id","pos5_person_id","pos6_person_id","pos7_person_id","pos8_person_id","pos9_person_id","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score"
"FT","2018-04-25","95.0","-1.9601","5.7384","Mookie Betts",605141,592717,"null","ball",,,,,"12","null","R","R","R","TOR","BOS","B","null","null",1,0,2018,"-1.4631","0.8708","1.5453","2.4308","null","null","null",0,1,"Top","null","null",,,431145,,"180425_230818","12.4362","-137.7135","-4.9026","-21.4083","30.7311","-20.2040","3.3348","1.5050","null","null","null","94.7990","2314","6.3940",529762,592717,431145,475253,666971,500208,649557,456665,607680,606192,"54.1056","null","null","null","null","null","null","null",1,"2","2-Seam Fastball",0,0,0,0,0,0,0,0
"FT","2018-04-25","94.9","-1.9552","5.7239","Mookie Betts",605141,592717,"null","ball",,,,,"12","null","R","R","R","TOR","BOS","B","null","null",0,0,2018,"-1.4531","1.2276","1.1005","3.1655","null","null","null",0,1,"Top","null","null",,,431145,,"180425_230806","11.2152","-137.7571","-3.7187","-21.0001","31.6655","-15.9801","3.3348","1.5242","null","null","null","94.5690","2392","6.3100",529762,592717,431145,475253,666971,500208,649557,456665,607680,606192,"54.1896","null","null","null","null","null","null","null",1,"1","2-Seam Fastball",0,0,0,0,0,0,0,0
"CH","2018-04-24","78.1","-1.9878","6.0886","Mookie Betts",605141,461325,"walk","ball",,,,,"13","Mookie Betts walks.  ","R","R","R","TOR","BOS","B","null","null",3,2,2018,"-1.1167","1.2420","-0.5797","1.3362","null","null","null",0,10,"Top","null","null",,,431145,,"180425_014658","5.0095","-113.4487","-5.4812","-10.4281","22.3750","-20.8500","3.3348","1.5051","null","null","null","77.1850","2030","5.9090",529747,461325,431145,475253,581527,500208,649557,434158,607680,545341,"54.5903","null","null","0.70",1,0,0,"null",72,"7","Changeup",3,3,3,3,3,3,3,3
"FF","2018-04-24","90.2","-1.1965","6.0731","Mookie Betts",605141,461325,"null","foul",,,,,"12","null","R","R","R","TOR","BOS","S","null","null",3,2,2018,"-0.1403","1.7406","1.5193","3.1635","null","null","null",0,10,"Top","null","null",,,431145,,"180425_014637","7.0194","-131.0816","-4.9097","-3.1020","27.9653","-11.4489","3.1632","1.3142","207","77.9","56.8707","89.8140","2248","6.1460",529747,461325,431145,475253,581527,500208,649557,434158,607680,545341,"54.3533","null","null","null","null","null","null","null",72,"6","4-Seam Fastball",3,3,3,3,3,3,3,3
"FS","2018-04-24","83.2","-0.9547","6.2363","Mookie Betts",605141,461325,"null","ball",,,,,"14","null","R","R","R","TOR","BOS","B","null","null",2,2,2018,"-0.4901","-0.0191","0.6679","-0.5257","null","null","null",0,10,"Top","null","null",,,431145,,"180425_014612","4.5556","-120.5900","-8.6911","-5.6007","27.1684","-30.6988","3.2812","1.4321","null","null","null","81.0410","null","5.4030",529747,461325,431145,475253,581527,500208,649557,434158,607680,545341,"55.0963","null","null","null","null","null","null","null",72,"5","Split Finger",3,3,3,3,3,3,3,3
"FF","2018-04-24","89.2","-1.0029","6.2187","Mookie Betts",605141,461325,"null","called_strike",,,,,"12","null","R","R","R","TOR","BOS","S","null","null",2,1,2018,"-0.0460","1.6435","1.0049","2.6562","null","null","null",0,10,"Top","null","null",,,431145,,"180425_014552","4.9800","-129.5604","-6.0122","-1.6118","28.7652","-12.9939","3.2068","1.4329","null","null","null","88.1000","2151","5.8450",529747,461325,431145,475253,581527,500208,649557,434158,607680,545341,"54.6546","null","null","null","null","null","null","null",72,"4","4-Seam Fastball",3,3,3,3,3,3,3,3
"FF","2018-04-24","90.8","-1.2868","6.1148","Mookie Betts",605141,461325,"null","ball",,,,,"3","null","R","R","R","TOR","BOS","B","null","null",1,1,2018,"-0.0519","1.5971","0.4734","3.5831","null","null","null",0,10,"Top","null","null",,,431145,,"180425_014533","4.5444","-132.0960","-3.8272","-1.6860","31.3532","-12.7891","3.4701","1.6213","null","null","null","90.8830","2289","6.6140",529747,461325,431145,475253,581527,500208,649557,434158,607680,545341,"53.8859","null","null","null","null","null","null","null",72,"3","4-Seam Fastball",3,3,3,3,3,3,3,3
"FS","2018-04-24","83.7","-1.1026","6.1264","Mookie Betts",605141,461325,"null","foul",,,,,"9","null","R","R","R","TOR","BOS","S","null","null",1,0,2018,"0.1407","0.6892","0.5776","1.3477","null","null","null",0,10,"Top","null","null",,,431145,,"180425_014507","3.5487","-121.6421","-5.7986","0.6320","24.6635","-24.6447","3.1632","1.3142","3","66.4","-31.6225","82.2730","2071","5.4780",529747,461325,431145,475253,581527,500208,649557,434158,607680,545341,"55.0213","null","null","null","null","null","null","null",72,"2","Split Finger",3,3,3,3,3,3,3,3
"FF","2018-04-24","88.6","-1.0426","6.2098","Mookie Betts",605141,461325,"null","ball",,,,,"12","null","R","R","R","TOR","BOS","B","null","null",0,0,2018,"-0.1512","1.5914","1.0853","3.7094","null","null","null",0,10,"Top","null","null",,,431145,,"180425_014447","5.4599","-128.7991","-3.2436","-2.8429","28.1455","-14.3564","3.3550","1.5637","null","null","null","87.6860","2164","5.8870",529747,461325,431145,475253,581527,500208,649557,434158,607680,545341,"54.6131","null","null","null","null","null","null","null",72,"1","4-Seam Fastball",3,3,3,3,3,3,3,3
"FC","2018-04-24","89.7","-2.0838","5.8453","Mookie Betts",605141,572193,"strikeout","swinging_strike",,,,,"14","Mookie Betts strikes out swinging.  ","R","R","R","TOR","BOS","S",2,"null",1,2,2018,"0.4650","0.2177","1.8919","1.4280","null","null","571788.00",1,8,"Top","null","null",,,431145,,"180425_010342","8.8111","-130.2420","-5.3474","3.4398","26.8935","-28.8290","3.1632","1.3142","null","null","null","89.3270","2534","6.1420",529747,572193,431145,475253,581527,500208,649557,606192,607680,434158,"54.3575","null","null","0.00",1,0,0,"null",56,"4","Cutter",3,1,1,3,1,3,1,3
"SI","2018-04-24","95.8","-2.3902","5.7430","Mookie Betts",605141,572193,"null","foul",,,,,"2","null","R","R","R","TOR","BOS","S","null","null",1,1,2018,"-1.3629","1.1544","-0.0500","2.8853","null","null","571788.00",1,8,"Top","null","null",,,431145,,"180425_010316","9.1660","-139.1102","-4.4555","-19.5916","31.9021","-16.5717","3.1632","1.3142","235","80.1","48.8093","95.1320","2340","6.0690",529747,572193,431145,475253,581527,500208,649557,606192,607680,434158,"54.4308","null","null","null","null","null","null","null",56,"3","Sinker",3,1,1,3,1,3,1,3
"FC","2018-04-24","89.8","-2.2254","5.7573","Mookie Betts",605141,572193,"null","ball",,,,,"12","null","R","R","R","TOR","BOS","B","null","null",0,1,2018,"0.6012","0.4215","1.2121","2.5761","null","null","571788.00",1,8,"Top","null","null",,,431145,,"180425_010227","7.2234","-130.6830","-2.7892","5.3792","26.5036","-27.0285","3.2975","1.5061","null","null","null","89.6240","2510","6.0920",529747,572193,431145,475253,581527,500208,649557,606192,607680,434158,"54.4076","null","null","null","null","null","null","null",56,"2","Cutter",3,1,1,3,1,3,1,3
"SI","2018-04-24","95.9","-2.4080","5.7756","Mookie Betts",605141,572193,"null","foul",,,,,"11","null","R","R","R","TOR","BOS","S","null","null",0,0,2018,"-1.8125","0.3742","-1.0738","2.4527","null","null","571788.00",1,8,"Top","null","null",,,431145,,"180425_010159","7.5453","-139.3316","-3.9505","-25.0834","33.2007","-26.6663","3.1632","1.3142","null","null","null","95.1740","2237","6.0920",529747,572193,431145,475253,581527,500208,649557,606192,607680,434158,"54.4073","null","null","null","null","null","null","null",56,"1","Sinker",3,1,1,3,1,3,1,3
"FF","2018-04-24","93.4","2.0253","6.0255","Mookie Betts",605141,457918,"field_out","hit_into_play",,,,,"1","Mookie Betts flies out to center fielder Kevin Pillar.  ","R","R","L","TOR","BOS","X",8,"fly_ball",2,2,2018,"0.6074","1.5575","-0.5445","2.8627","null","571788.00","null",0,6,"Top","139.44","88.17",,,431145,,"180425_003026","-7.8987","-135.6852","-5.7312","9.1823","30.1290","-12.0848","3.1632","1.3142","266","80.3","40.3040","92.8740","2473","6.1030",529747,457918,431145,475253,581527,500208,649557,606192,607680,434158,"54.3970","0.013","0.010","0.00",1,0,0,3,41,"5","4-Seam Fastball",3,0,0,3,0,3,0,3
"FF","2018-04-24","93.3","1.7845","6.1814","Mookie Betts",605141,457918,"null","swinging_strike",,,,,"11","null","R","R","L","TOR","BOS","S","null","null",2,1,2018,"0.4511","1.6392","-0.5345","3.3791","null","571788.00","null",0,6,"Top","null","null",,,431145,,"180425_002953","-6.8369","-135.5394","-4.8907","6.9014","29.0342","-11.6165","3.1632","1.3142","null","null","null","92.1750","2476","5.6640",529747,457918,431145,475253,581527,500208,649557,606192,607680,434158,"54.8359","null","null","null","null","null","null","null",41,"4","4-Seam Fastball",3,0,0,3,0,3,0,3
"FF","2018-04-24","91.9","1.9989","6.1233","Mookie Betts",605141,457918,"null","foul",,,,,"2","null","R","R","L","TOR","BOS","S","null","null",2,0,2018,"0.4682","1.5069","-0.2370","3.1092","null","571788.00","null",0,6,"Top","null","null",,,431145,,"180425_002926","-6.6838","-133.5985","-5.0534","7.0404","28.4650","-13.2330","3.1351","1.2858","201","74.4","55.4872","92.0060","2344","6.3820",529747,457918,431145,475253,581527,500208,649557,606192,607680,434158,"54.1175","null","null","null","null","null","null","null",41,"3","4-Seam Fastball",3,0,0,3,0,3,0,3
"FF","2018-04-24","92.3","1.8506","6.0611","Mookie Betts",605141,457918,"null","ball",,,,,"7","null","R","R","L","TOR","BOS","B","null","null",1,0,2018,"0.4090","1.6017","-0.7919","1.9595","null","571788.00","null",0,6,"Top","null","null",,,431145,,"180425_002903","-7.5811","-134.0116","-8.0352","6.5242","28.5155","-11.4511","3.1360","1.4594","null","null","null","92.0400","2363","6.2220",529747,457918,431145,475253,581527,500208,649557,606192,607680,434158,"54.2773","null","null","null","null","null","null","null",41,"2","4-Seam Fastball",3,0,0,3,0,3,0,3
"CH","2018-04-24","85.6","2.0204","6.1131","Mookie Betts",605141,457918,"null","blocked_ball",,,,,"13","null","R","R","L","TOR","BOS","B","null","null",0,0,2018,"1.0805","0.9716","-0.2940","0.8083","null","571788.00","null",0,6,"Top","null","null",,,431145,,"180425_002838","-7.4404","-124.1790","-7.9854","12.3343","24.2072","-21.0805","3.2783","1.5445","null","null","null","84.2620","1783","5.5250",529747,457918,431145,475253,581527,500208,649557,606192,607680,434158,"54.9750","null","null","null","null","null","null","null",41,"1","Changeup",3,0,0,3,0,3,0,3
"FT","2018-04-24","93.1","1.9577","5.9176","Mookie Betts",605141,457918,"strikeout","called_strike",,,,,"4","Mookie Betts called out on strikes.  ","R","R","L","TOR","BOS","S",2,"null",3,2,2018,"1.3802","0.9056","-0.6909","2.2265","null","null","598265.00",2,3,"Top","null","null",,,431145,,"180424_234900","-9.6943","-135.0042","-5.5654","18.7871","29.8206","-20.2587","3.2016","1.4678","null","null","null","92.2220","2153","5.9900",529747,457918,431145,475253,581527,500208,649557,606192,607680,434158,"54.5096","null","null","0.00",1,0,0,"null",21,"6","2-Seam Fastball",3,0,0,3,0,3,0,3
"FF","2018-04-24","94.1","1.7924","6.0221","Mookie Betts",605141,457918,"null","ball",,,,,"12","null","R","R","L","TOR","BOS","B","null","null",2,2,2018,"0.7765","1.3507","0.5639","3.5791","null","null","598265.00",2,3,"Top","null","null",,,431145,,"180424_234832","-4.8537","-136.8645","-3.5442","10.7113","30.8906","-14.8854","3.2016","1.4678","null","null","null","93.4460","2440","5.9810",529747,457918,431145,475253,581527,500208,649557,606192,607680,434158,"54.5192","null","null","null","null","null","null","null",21,"5","4-Seam Fastball",3,0,0,3,0,3,0,3
"FF","2018-04-24","93.5","1.8904","6.0285","Mookie Betts",605141,457918,"null","called_strike",,,,,"12","null","R","R","L","TOR","BOS","S","null","null",2,1,2018,"0.4508","1.5341","0.8560","2.3552","null","null","598265.00",2,3,"Top","null","null",,,431145,,"180424_234808","-3.6904","-136.0362","-7.1548","6.4670","30.8036","-11.5953","3.2591","1.4486","null","null","null","93.9020","2349","6.6070",529747,457918,431145,475253,581527,500208,649557,606192,607680,434158,"53.8924","null","null","null","null","null","null","null",21,"4","4-Seam Fastball",3,0,0,3,0,3,0,3
"FT","2018-04-24","92.2","1.9857","6.0623","Mookie Betts",605141,457918,"null","ball",,,,,"12","null","R","R","L","TOR","BOS","B","null","null",1,1,2018,"1.2734","1.0346","1.6293","2.8613","null","null","598265.00",2,3,"Top","null","null",,,431145,,"180424_234747","-3.6070","-134.1550","-4.4876","15.9360","29.4499","-19.1233","3.2399","1.5061","null","null","null","91.5730","2255","5.9490",529747,457918,431145,475253,581527,500208,649557,606192,607680,434158,"54.5509","null","null","null","null","null","null","null",21,"3","2-Seam Fastball",3,0,0,3,0,3,0,3
"FF","2018-04-24","92.9","2.0960","6.1138","Mookie Betts",605141,457918,"null","ball",,,,,"11","null","R","R","L","TOR","BOS","B","null","null",0,1,2018,"0.6678","1.4328","-0.0263","3.9443","null","null","598265.00",2,3,"Top","null","null",,,431145,,"180424_234724","-6.7791","-134.9867","-2.7830","9.4758","29.8078","-14.6910","3.2399","1.5061","null","null","null","91.7680","2381","5.7220",529747,457918,431145,475253,581527,500208,649557,606192,607680,434158,"54.7773","null","null","null","null","null","null","null",21,"2","4-Seam Fastball",3,0,0,3,0,3,0,3
"FT","2018-04-24","91.8","1.8585","6.0030","Mookie Betts",605141,457918,"null","called_strike",,,,,"12","null","R","R","L","TOR","BOS","S","null","null",0,0,2018,"1.0663","1.0994","0.9663","2.4319","null","null","598265.00",2,3,"Top","null","null",,,431145,,"180424_234704","-4.5227","-133.4755","-5.4994","13.6071","29.1867","-18.1929","3.2400","1.4487","null","null","null","91.3550","2039","6.1010",529747,457918,431145,475253,581527,500208,649557,606192,607680,434158,"54.3986","null","null","null","null","null","null","null",21,"1","2-Seam Fastball",3,0,0,3,0,3,0,3
"FF","2018-04-24","90.7","2.0020","6.1493","Mookie Betts",605141,457918,"field_out","hit_into_play",,,,,"5","Mookie Betts pops out to first baseman Justin Smoak in foul territory.  ","R","R","L","TOR","BOS","X",3,"popup",0,0,2018,"0.4468","1.5330","-0.1272","1.9670","null","null","null",0,1,"Top","185.50","191.84",,,431145,,"180424_230853","-6.2276","-131.6796","-7.6631","6.5306","29.8300","-13.1158","3.2127","1.3637","null","80.0","69.0000","89.8820","2246","6.0660",529747,457918,431145,475253,581527,500208,649557,606192,607680,434158,"54.4334","0.000","0.000","0.00",1,0,0,3,1,"1","4-Seam Fastball",0,0,0,0,0,0,0,0
"FF","2018-04-21","88.4","3.3598","5.5104","Mookie Betts",605141,640455,"field_out","hit_into_play",,,,,"6","Mookie Betts flies out to right fielder Stephen Piscotty.  ","R","R","L","OAK","BOS","X",9,"fly_ball",0,0,2018,"1.1246","0.6014","0.4745","1.9778","null","null","null",1,9,"Top","187.45","60.15",,,518960,,"180422_031859","-9.3359","-128.3372","-3.7555","14.2891","25.8397","-24.9950","3.2068","1.3573","357","97.8","27.0610","88.2400","1931","6.2560",529706,640455,518960,621566,476704,656305,543760,640461,592192,572039,"54.2426","0.502","0.882","0.00",1,0,0,6,61,"1","4-Seam Fastball",3,0,0,3,0,3,0,3
"CH","2018-04-21","82.5","3.3544","5.8850","Mookie Betts",605141,640455,"field_out","hit_into_play",,,,,"9","Mookie Betts grounds out, shortstop Marcus Semien to first baseman Matt Olson.  ","R","R","L","OAK","BOS","X",6,"ground_ball",1,0,2018,"0.8287","-0.1424","0.4096","1.7253","null","null","null",1,6,"Top","116.28","142.76",,,518960,,"180422_023153","-8.2679","-119.8374","-2.6810","9.4749","21.6859","-33.2683","3.2068","1.3573","8","98.7","-10.9710","82.4340","1221","6.2000",529706,640455,518960,621566,476704,656305,543760,640461,592192,572039,"54.2985","0.290","0.258","0.00",1,0,0,2,40,"2","Changeup",3,0,0,3,0,3,0,3
"CH","2018-04-21","82.4","3.3789","5.8585","Mookie Betts",605141,640455,"null","ball",,,,,"12","null","R","R","L","OAK","BOS","B","null","null",0,0,2018,"0.9588","-0.1757","1.5835","2.9571","null","null","null",1,6,"Top","null","null",,,518960,,"180422_023136","-5.9072","-119.8568","0.2535","10.3060","22.5254","-34.1251","3.5629","1.5948","null","null","null","82.2610","1244","6.1550",529706,640455,518960,621566,476704,656305,543760,640461,592192,572039,"54.3435","null","null","null","null","null","null","null",40,"1","Changeup",3,0,0,3,0,3,0,3
"FF","2018-04-21","91.3","3.4484","5.4299","Mookie Betts",605141,640455,"field_out","hit_into_play",,,,,"5","Mookie Betts grounds out, second baseman Jed Lowrie to first baseman Matt Olson.  ","R","R","L","OAK","BOS","X",4,"ground_ball",1,2,2018,"1.3075","0.5181","0.0580","2.5127","null","null","null",2,3,"Top","143.53","147.60",,,518960,,"180422_014551","-11.4286","-132.6382","-2.6570","17.8421","24.0904","-25.6136","3.2068","1.3573","7","91.2","-19.9790","92.3080","2131","6.6440",529706,640455,518960,621566,476704,656305,543760,640461,592192,572039,"53.8538","0.159","0.152","0.00",1,0,0,2,18,"4","4-Seam Fastball",1,0,0,1,0,1,0,1
"FF","2018-04-21","91.3","3.3289","5.5439","Mookie Betts",605141,640455,"null","called_strike",,,,,"9","null","R","R","L","OAK","BOS","S","null","null",1,1,2018,"1.3338","0.9243","0.4116","1.6326","null","null","null",2,3,"Top","null","null",,,518960,,"180422_014535","-10.4308","-132.6275","-6.0902","18.3234","26.7240","-19.8714","3.5431","1.6344","null","null","null","92.7090","1967","7.0900",529706,640455,518960,621566,476704,656305,543760,640461,592192,572039,"53.4079","null","null","null","null","null","null","null",18,"3","4-Seam Fastball",1,0,0,1,0,1,0,1
"FF","2018-04-21","91.5","3.5110","5.4733","Mookie Betts",605141,640455,"null","called_strike",,,,,"12","null","R","R","L","OAK","BOS","S","null","null",1,0,2018,"1.2564","0.9030","0.8949","2.7309","null","null","null",2,3,"Top","null","null",,,518960,,"180422_014516","-9.5288","-133.0275","-3.0907","17.3481","27.9223","-20.6649","3.4263","1.5373","null","null","null","92.9090","2023","7.1250",529706,640455,518960,621566,476704,656305,543760,640461,592192,572039,"53.3734","null","null","null","null","null","null","null",18,"2","4-Seam Fastball",1,0,0,1,0,1,0,1
"CH","2018-04-21","82.8","3.5317","5.7939","Mookie Betts",605141,640455,"null","ball",,,,,"12","null","R","R","L","OAK","BOS","B","null","null",0,0,2018,"0.8233","-0.0211","0.5758","3.5358","null","null","null",2,3,"Top","null","null",,,518960,,"180422_014501","-8.3451","-120.4530","1.3032","9.4932","20.5282","-32.7940","3.1720","1.5169","null","null","null","83.2030","1114","6.2980",529706,640455,518960,621566,476704,656305,543760,640461,592192,572039,"54.2004","null","null","null","null","null","null","null",18,"1","Changeup",1,0,0,1,0,1,0,1
"CH","2018-04-21","83.5","3.5259","5.8050","Mookie Betts",605141,640455,"walk","ball",,,,,"12","Mookie Betts walks.  ","R","R","L","OAK","BOS","B","null","null",3,2,2018,"0.5393","0.0023","0.9642","2.8296","null","null","null",0,1,"Top","null","null",,,518960,,"180422_010848","-6.9750","-121.6521","-0.5625","6.5235","18.8384","-32.2315","3.3453","1.5750","null","null","null","84.4520","1400","6.3790",529706,640455,518960,621566,476704,656305,543760,640461,592192,572039,"54.1196","null","null","0.70",1,0,0,"null",1,"6","Changeup",0,0,0,0,0,0,0,0
"FF","2018-04-21","92.5","3.5352","5.5389","Mookie Betts",605141,640455,"null","ball",,,,,"13","null","R","R","L","OAK","BOS","B","null","null",2,2,2018,"1.0121","0.9434","-2.2345","1.3851","null","null","null",0,1,"Top","null","null",,,518960,,"180422_010827","-17.0041","-133.7343","-6.8817","15.6590","25.2500","-19.4387","3.4046","1.6542","null","null","null","93.2300","2142","6.7960",529706,640455,518960,621566,476704,656305,543760,640461,592192,572039,"53.7025","null","null","null","null","null","null","null",1,"5","4-Seam Fastball",0,0,0,0,0,0,0,0
"CH","2018-04-21","83.7","3.5329","5.7517","Mookie Betts",605141,640455,"null","swinging_strike",,,,,"13","null","R","R","L","OAK","BOS","S","null","null",2,1,2018,"1.1988","-0.1585","-0.5221","1.2307","null","null","null",0,1,"Top","null","null",,,518960,,"180422_010810","-11.6913","-121.3561","-3.6815","14.0498","22.3119","-33.2718","3.2068","1.3573","null","null","null","83.7130","1430","6.3600",529706,640455,518960,621566,476704,656305,543760,640461,592192,572039,"54.1379","null","null","null","null","null","null","null",1,"4","Changeup",0,0,0,0,0,0,0,0
"CH","2018-04-21","82.8","3.6303","5.7819","Mookie Betts",605141,640455,"null","called_strike",,,,,"5","null","R","R","L","OAK","BOS","S","null","null",2,0,2018,"0.8990","-0.0402","0.2411","2.2588","null","null","null",0,1,"Top","null","null",,,518960,,"180422_010755","-9.4528","-120.3627","-1.5436","10.3662","20.1524","-32.4996","3.3651","1.5552","null","null","null","83.0630","1368","6.2140",529706,640455,518960,621566,476704,656305,543760,640461,592192,572039,"54.2845","null","null","null","null","null","null","null",1,"3","Changeup",0,0,0,0,0,0,0,0
"FF","2018-04-21","90.9","3.7454","5.4092","Mookie Betts",605141,640455,"null","ball",,,,,"14","null","R","R","L","OAK","BOS","B","null","null",1,0,2018,"1.3881","0.5018","1.7015","2.1218","null","null","null",0,1,"Top","null","null",,,518960,,"180422_010737","-8.1668","-132.2575","-3.4596","18.1412","26.5515","-25.7040","3.4046","1.5750","null","null","null","91.6250","2179","6.6000",529706,640455,518960,621566,476704,656305,543760,640461,592192,572039,"53.8982","null","null","null","null","null","null","null",1,"2","4-Seam Fastball",0,0,0,0,0,0,0,0
"FF","2018-04-21","91.8","3.6038","5.4810","Mookie Betts",605141,640455,"null","ball",,,,,"14","null","R","R","L","OAK","BOS","B","null","null",0,0,2018,"1.2863","0.7680","1.1933","1.2436","null","null","null",0,1,"Top","null","null",,,518960,,"180422_010721","-9.0071","-133.3832","-6.6429","17.4804","26.2233","-21.6626","3.4313","1.5819","null","null","null","92.8920","2165","6.8260",529706,640455,518960,621566,476704,656305,543760,640461,592192,572039,"53.6722","null","null","null","null","null","null","null",1,"1","4-Seam Fastball",0,0,0,0,0,0,0,0
"SL","2018-04-20","82.3","-1.9248","6.4346","Mookie Betts",605141,572998,"grounded_into_double_play","hit_into_play",,,,,"1","Mookie Betts grounds into a double play, shortstop Marcus Semien to second baseman Jed Lowrie to first baseman Matt Olson.   Brock Holt out at 2nd.  ","R","R","R","OAK","BOS","X",6,"ground_ball",0,1,2018,"0.1762","-0.6151","-0.5319","2.7957","null","null","571788.00",0,7,"Top","117.94","157.81",,,518960,,"180421_043105","2.7768","-119.7491","-0.6185","1.1277","21.9573","-38.0337","3.2069","1.3574","58","83.6","2.0380","80.9110","2695","5.2310",529691,572998,518960,621566,476704,656305,543760,640461,592192,572039,"55.2668","0.325","0.313","0.00",1,0,0,2,57,"2","Slider",3,7,7,3,7,3,7,3
"SI","2018-04-20","90.9","-2.3429","6.0737","Mookie Betts",605141,572998,"null","swinging_strike",,,,,"3","null","R","R","R","OAK","BOS","S","null","null",0,0,2018,"-0.9547","1.3301","0.4708","2.6659","null","null","571788.00",0,7,"Top","null","null",,,518960,,"180421_043040","8.8554","-131.6971","-5.1943","-12.7521","30.3227","-16.3331","3.2069","1.3574","null","null","null","88.8940","2154","5.4780",529691,572998,518960,621566,476704,656305,543760,640461,592192,572039,"55.0198","null","null","null","null","null","null","null",57,"1","Sinker",3,7,7,3,7,3,7,3
"null","2018-04-20","null","null","null","Mookie Betts",605141,608665,"single","hit_into_play_no_out",,,,,"null","Mookie Betts singles on a ground ball to left fielder Chad Pinder.  ","R","R","R","OAK","BOS","X","null","ground_ball",1,2,2018,"null","null","null","null","null","null","null",0,6,"Top","81.88","127.84",,,"null",,"null","null","null","null","null","null","null","null","null","null","90.0","-17.0000","null","null","null",529691,"null","null","null","null","null","null","null","null","null","null","0.156","0.153","0.90",1,1,0,2,44,"5","",3,3,3,3,3,3,3,3
"null","2018-04-20","null","null","null","Mookie Betts",605141,608665,"null","foul",,,,,"null","null","R","R","R","OAK","BOS","S","null","null",1,2,2018,"null","null","null","null","null","null","null",0,6,"Top","null","null",,,518960,,"180421_035812","null","null","null","null","null","null","3.6224","1.6346","null","null","null","null","null","null",529691,608665,518960,621566,476704,656305,543760,640461,592192,572039,"null","null","null","null","null","null","null","null",44,"4","",3,3,3,3,3,3,3,3
"null","2018-04-20","null","null","null","Mookie Betts",605141,608665,"null","called_strike",,,,,"null","null","R","R","R","OAK","BOS","S","null","null",1,1,2018,"null","null","null","null","null","null","null",0,6,"Top","null","null",,,"null",,"180421_035724","null","null","null","null","null","null","3.3590","1.7000","null","null","null","null","null","null",529691,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",44,"3","",3,3,3,3,3,3,3,3
"null","2018-04-20","null","null","null","Mookie Betts",605141,608665,"null","ball",,,,,"null","null","R","R","R","OAK","BOS","B","null","null",0,1,2018,"null","null","null","null","null","null","null",0,6,"Top","null","null",,,"null",,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",529691,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",44,"2","",3,3,3,3,3,3,3,3
"null","2018-04-20","null","null","null","Mookie Betts",605141,608665,"null","called_strike",,,,,"null","null","R","R","R","OAK","BOS","S","null","null",0,0,2018,"null","null","null","null","null","null","null",0,6,"Top","null","null",,,518960,,"180421_035724","null","null","null","null","null","null","3.3590","1.7000","null","null","null","null","null","null",529691,608665,518960,621566,476704,656305,543760,640461,592192,572039,"null","null","null","null","null","null","null","null",44,"1","",3,3,3,3,3,3,3,3
"SL","2018-04-20","79.4","-1.0825","5.7523","Mookie Betts",605141,608665,"field_out","hit_into_play",,,,,"5","Mookie Betts lines out to third baseman Matt Chapman.  ","R","R","R","OAK","BOS","X",5,"line_drive",1,0,2018,"0.9444","-0.1874","-0.1068","2.1902","null","null","null",0,3,"Top","108.29","174.06",,,518960,,"180421_031039","0.3778","-115.6411","-0.7206","8.3941","20.6801","-33.9357","3.2069","1.3574","131","108.4","6.6740","79.5170","2629","6.2290",529691,608665,518960,621566,476704,656305,543760,640461,592192,572039,"54.2697","0.704","0.680","0.00",1,0,0,4,24,"2","Slider",3,3,3,3,3,3,3,3
"SL","2018-04-20","80.4","-1.2024","5.8586","Mookie Betts",605141,608665,"null","ball",,,,,"11","null","R","R","R","OAK","BOS","B","null","null",0,0,2018,"0.8242","-0.1523","-0.9587","4.3595","null","null","null",0,3,"Top","null","null",,,518960,,"180421_031024","-0.9997","-117.0052","3.5948","7.7030","20.9907","-34.4271","3.4048","1.5554","null","null","null","80.2550","2733","6.0730",529691,608665,518960,621566,476704,656305,543760,640461,592192,572039,"54.4252","null","null","null","null","null","null","null",24,"1","Slider",3,3,3,3,3,3,3,3
